# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
4.652069514747223,254.6277241586738,31.35938847804471,34.61731634535315,-14.232736589112458,14.247827219045506,80.04260667638061,0.01200957673385,80.04260757733786,89.99140335273931,14.661082676164506,0.655583441457683,-4.897873945707888e-6,-3.996600528161466,-5.307856676569697e-4,57.13247718012832,89.98610753220456
4.659851658424772,254.871337526905,31.2490505593105,34.515010720940005,-14.120445554731244,14.142629732919707,80.15668016970717,0.012046321754565,80.15668107489603,89.99138932165684,14.655470112154683,0.791828957752362,-4.85066412840422e-6,-0.170827647107378,-0.001203643917453,57.11649583177973,89.98612233708835
4.668405366964333,255.13811794177576,31.128875491752733,34.40303922175276,-13.975095124664525,14.00894473964538,80.28200769215091,0.01208675992552,80.28200860200462,89.99137390373762,14.64794246003223,0.973267165281857,-4.875141598675498e-6,3.570347952568349,5.615940502768031e-4,57.131415045211924,89.98612298977893
4.678270053049423,255.44451754921374,30.99193295307416,34.27457858544833,-13.785940420114288,13.839394896818964,80.42645387536439,0.012133457013304,80.42645479061535,89.9913561292461,14.637172850049613,1.215194570082451,-4.782790021645134e-6,7.166724664064796,3.018703069262259e-4,57.18505320477481,89.986112048334
4.688270053049423,255.75375098679586,30.855097888466116,34.14512055809641,-13.579369151510054,13.66036501395721,80.57276040622034,0.012180857334898,80.57276132696133,89.99133811839998,14.623685999778294,1.485363848207993,-4.819690685471789e-6,9.90950996963049,0.001691114149358,57.27122449231399,89.98607657789387
4.698270053049423,256.061626536493,30.72036506414686,34.01643095395037,-13.36696792027008,13.483500919235892,80.71891828817672,0.012228316836031,80.71891921442632,89.99132011485347,14.607420893861372,1.768888254668943,-4.809722172041414e-6,11.665804846705166,0.003047451323216,57.37994770589841,89.98601864424397
4.708270053049422,256.36816511843324,30.58766928071011,33.888469056056756,-13.17563212588635,13.32965573096827,80.86489971578825,0.012275832933196,80.86490064756505,89.99130211730741,14.58844827036856,2.020504884786658,-4.797905962717547e-6,12.442409386495408,0.003858869058781,57.50125996736193,89.98595827679436
4.718270053049422,256.6733860753744,30.456822474339944,33.76117212600872,-12.994910628961987,13.189933591446596,81.01067914597934,0.012323402360277,81.01068008330172,89.99128412517359,14.567041844126393,2.259788904314317,-4.809635586888542e-6,-12.315985258446107,-4.518035289347087e-4,57.62578743817906,89.98591661858296
4.728270053049422,256.9773074693444,30.3277419191854,33.63449105369461,-12.823074789342217,13.062575582863113,81.1562326698275,0.012371021241306,81.15623361271359,89.9912661384519,14.543282247290238,2.489906384775869,-4.798081971956232e-6,-11.326903363190064,-0.001630662000608,57.74469834932062,89.98587059727092
4.738270053049422,257.2799464404356,30.200315098074608,33.508374220798174,-12.664956327405964,12.949987754307799,81.30153735422606,0.012418685405171,81.30153830269364,89.9912481574342,14.517303843966982,2.702048123483665,-4.809312134350086e-6,-9.539009179786389,-0.002957239379501,57.84965290769267,89.98580630417187
4.748270053049422,257.58131876390433,30.074382397299036,33.38276745107928,-12.524895229847273,12.85346265626077,81.44657205727579,0.012466392358255,81.44657301134256,89.99123018140284,14.489330078159867,2.887646401005366,-4.69857470903761e-6,-7.048851582100492,-0.002638684278341,57.933131915338315,89.98574036742363
4.758270053049421,257.8814381034276,29.949643376856276,33.25761071815099,-12.429908978934748,12.785438322309693,81.59131888007927,0.012514140099489,81.59131983976287,89.99121220963022,14.459859345069738,2.994126895938553,-4.540391952805621e-6,-4.029467998848505,-0.002157664774772,57.98884284581006,89.98568445178816
4.768270053049421,258.1803142630144,29.825700794054047,33.132845583495104,-12.362404789867814,12.733951746563342,81.73576660557187,0.012561926765436,81.7357675708898,89.99119424200157,14.429588649829727,3.05360031688119,-4.691699047397692e-6,-0.706670977052262,-0.002618699004326,58.01271776478955,89.98563437133305
4.778270053049421,258.47795398882266,29.702318424038367,33.00843168803557,-12.31788228431987,12.695651765646685,81.87990929998173,0.012609751120929,81.87991027095144,89.99117627852297,14.398918110078338,3.073979470361913,-4.817195121251547e-6,2.787376052859595,-0.002224629712401,58.0024002223967,89.98558720412503
4.788270053049421,258.7743617353678,29.57926722822946,32.88433286276428,-12.296063039307535,12.670000615363776,82.02374492398918,0.012657612038495,82.02374590062797,89.99115831953985,14.36823921258515,3.055445847449039,-4.627741703873694e-6,6.323217167523278,-0.002472804922171,57.956825450487095,89.98555561296297
4.79827005304942,259.06953969335797,29.456324711921223,32.76051560037006,-12.295916573356031,12.656588521108684,82.16727531437014,0.012705508654288,82.16727629669522,89.99114036562769,14.337932796186108,2.99994476844634,-4.567766576515227e-6,9.771714868954856,-0.003803848194342,57.876230039171574,89.98550632095959
4.80827005304942,259.3634876332078,29.33319814005201,32.63694271593057,-12.335134018589866,12.665551951212006,82.31050648421194,0.012753441980661,82.31050747224062,89.99112241650403,14.308512037223963,2.874138996687054,-4.78056674625253e-6,12.967862271061113,-0.003678437948817,57.76222276995948,89.98545976386312
4.81827005304942,259.6562019233913,29.209561040234423,32.513574160698965,-12.394686600876991,12.688570602700468,82.45345045358152,0.012801414053649,82.45345144733133,89.99110447183054,14.28054790755911,2.715063167912469,-4.849057307153426e-6,15.72424548130112,-0.003947468566305,57.61835610175941,89.98541322235859
4.82827005304942,259.9476766386052,29.08526217327943,32.390380285232645,-12.466870397202984,12.722548475303084,82.59612306977616,0.012849426754783,82.59612406926476,89.99108653180188,14.254271617083365,2.537790812060909,-4.923484832783876e-6,17.95288097777696,-0.002557807388291,57.449506651161634,89.98538444843466
4.83827005304942,260.23790459268474,28.960194155853756,32.26733427109081,-12.547873353453546,12.765971859642251,82.73854199803408,0.012897481793212,82.73854300327923,89.99106859694085,14.229828369223764,2.349662066525375,-4.922670506917812e-6,19.59930616754601,-2.741360882627651e-4,57.261245596944256,89.98538498398949
4.848270053049419,260.5268777183891,28.834288365038912,32.144413171586486,-12.63376545655962,12.816713840107955,82.88072599127713,0.012945579129294,82.88072700229638,89.99105066910843,14.207290826454022,2.157805377659362,-4.923313000516025e-6,20.627989817701447,0.002811345712525,57.05958614779062,89.98540634630216
4.858270053049419,260.81458780336857,28.707627324383115,32.0216108854713,-12.694836301105253,12.853765016819096,83.0226935600523,0.012993718409023,83.02269457686295,89.99103275035998,14.1864617542524,2.015045010847827,-4.924675402635819e-6,21.09074179486308,0.01493058148572,56.850596050018616,89.98542438135617
4.868270053049419,261.1010284117592,28.580403397877784,31.898937364038314,-12.74964523701677,12.888429883738706,83.16445958923794,0.013041899260308,83.16446061185707,89.99101484237356,14.166959679811884,1.886311532664878,-4.924729962434856e-6,-21.106672443176386,0.03792248120865,56.6392473170449,89.98545246293989
4.878270053049419,261.3861940747871,28.452642400541706,31.77639018026258,-12.801956966315297,12.922934876708405,83.30603693501398,0.013090121495497,83.30603796345854,89.99099694648281,14.148714192999467,1.764126883264844,-4.942522442468199e-6,-20.695788313964442,0.01289802844587,56.429889780218964,89.9854756797001
4.888270053049419,261.67007958320255,28.324380594020482,31.65397148766882,-12.849381761889617,12.95510709608841,83.44743778589034,0.013138384331985,83.447438820177,89.99097906435959,14.131644451627928,1.651722800090481,-4.924502226818276e-6,-19.892028764862932,0.010201619681995,56.226640869393336,89.98548545267627
4.898270053049418,261.9526802151098,28.195679265632176,31.53169084568717,-12.889474420479429,12.98260023827613,83.5886733560899,0.013186688503161,83.58867439623533,89.9909611965308,14.115636660724578,1.55221071723329,-4.944922182621877e-6,-18.73854560369073,0.007616766743677,56.033217175872615,89.9854779130628
4.908270053049418,262.2339919499562,28.066613286814945,31.40956394649308,-12.922290551517875,13.005002803303332,83.72975362512229,0.013235034800869,83.7297546711432,89.99094334335582,14.100564737528094,1.464412788826758,-4.966011903546701e-6,-17.283627280539207,0.005997796146552,55.85286961560894,89.9854752011319
4.918270053049418,262.51401155096244,27.937270549511194,31.287612284924876,-12.944245615167628,13.019022754350217,83.87068730547894,0.013283423454484,83.87068835739197,89.99092550544756,14.08629109223562,1.393362455537815,-4.867935433812231e-6,-15.576370025502516,0.00541506484118,55.68838797755441,89.98547892910743
4.928270053049418,262.7927368340106,27.80777076939379,31.165865236650163,-12.95351614193644,13.022761659931009,84.01148149113112,0.013331854493245,84.01148254895286,89.99090768338354,14.072634465013559,1.341171432726296,-4.908569102199938e-6,-13.682984011390078,0.006103569436097,55.541967500550065,89.98546119842416
4.938270053049418,263.0701668787188,27.67824530882639,31.04435641800599,-12.949298194083951,13.015235287344659,84.1521413962187,0.013380328116551,84.15214245996572,89.99088987742444,14.05940262004825,1.308444062860807,-4.949698579509128e-6,-11.673750718395059,0.004568880853558,55.41511444531239,89.9854359872926
4.948270053049417,263.34630210897103,27.548830681174806,30.923121563266502,-12.931352411159759,12.996044605574678,84.29267029398547,0.013428844827141,84.29267136367439,89.9908720874171,14.046400795809557,1.295106253741126,-4.942325984627071e-6,-9.615947013052082,0.005123330466311,55.308650564590344,89.98540252525312
4.958270053049417,263.62114469214055,27.41978506778803,30.802213949904704,-12.871819679530123,12.942072497968102,84.43306890888857,0.013477405237171,84.43306998453615,89.99085431286227,14.033238081498247,1.346662051267266,-4.916192377108971e-6,-7.641267571035928,0.005140873079252,55.22253205470475,89.98535666874822
4.968270053049417,263.8947001812801,27.29143919942224,30.68169356245382,-12.7958123522738,12.874632160157338,84.57333273675494,0.013526010730987,84.57333381837819,89.99083655217493,14.019403207146846,1.422441388864528,-4.905906106713292e-6,-5.921490059518579,0.00570831205212,55.15495606588578,89.98528828279771
4.978270053049417,264.1669761566329,27.16389568207359,30.5615821357487,-12.711764501589078,12.801066538498656,84.71345422648665,0.013574663414557,84.71345531410306,89.99081880295864,14.004751836913705,1.50941968292775,-4.861963708032321e-6,-4.509080093065167,0.004422227843518,55.10307447054296,89.98522144599245
4.988270053049416,264.43798100154214,27.037222228092762,30.44189190619876,-12.622230120215741,12.72377006388369,84.85342470830513,0.013623365184639,84.85342580193263,89.99080106284667,13.989188576090326,1.604254166552563,-4.844572907157759e-6,-3.442023912382178,0.004897090505635,55.06361819419821,89.98515134647704
4.998270053049416,264.7077236476655,26.911460745856644,30.322627240993093,-12.52979662897783,12.645069125815146,84.99323472761415,0.01367211772456,84.99323582727109,89.99078332953937,13.972651978791765,1.703516842622707,-4.866001257326029e-6,-2.745349881245758,0.004629072897722,55.03299562727427,89.9850726512457
5.008270053049416,264.976212986373,26.78652016088151,30.203772943641386,-12.46174464752294,12.585744147056769,85.13287493871782,0.01372092261181,85.13287604442297,89.99076560082764,13.955294253498634,1.762349589357075,-4.883091763713866e-6,-2.372327231085926,0.00394794497403,55.00761196654709,89.98499285005504
5.018270053049416,265.24345615165936,26.66221749777702,30.085303102843067,-12.398873526311373,12.53069867422294,85.2723389108467,0.013769781234442,85.27234002261915,89.9907478749525,13.937418013791923,1.81282777524714,-4.880618344342621e-6,-2.222303503373277,-0.004099129104109,54.98482149100758,89.98490382057678
5.028270053049416,265.50945942051413,26.538539168575294,29.967211787605944,-12.337028699374859,12.476774250222968,85.41162161047569,0.013818695361996,85.41162272833493,89.99073015005708,13.919041673952396,1.86215427981357,-4.878377398530155e-6,2.293140902792556,-0.009381482073393,54.96242327002978,89.98480712616542
5.038270053049415,265.7742289697219,26.415470251228868,29.849491938211077,-12.277181732290046,12.424700409017708,85.550718116106,0.01386766687994,85.55071924007191,89.99071242422677,13.900183465543568,1.908923509774122,-4.875099969231227e-6,2.573604217997082,-0.009460445866922,54.9382599934755,89.98469798145314
5.048270053049415,266.0377707748266,26.292985216127697,29.732134481787213,-12.220422919643838,12.375265989823369,85.6896237642901,0.013916698496939,85.68962489438316,89.99069469503317,13.88087710728578,1.951530677166654,-4.86639104780174e-6,3.051871280440531,-0.010033978737311,54.910290283621514,89.98457357958937
5.058270053049415,266.30009043294245,26.171025247318727,29.615126434925607,-12.173035113831556,12.332943121502211,85.82833442535882,0.013965793537312,85.82833556160007,89.99067695970645,13.861210310100454,1.979571204991792,-4.865571883173944e-6,3.695793409974545,-0.009142426546524,54.87666742666667,89.98446488218241
5.068270053049415,266.5611927491992,26.049507435306438,29.498452572198495,-12.131323999876745,12.294973911839199,85.96684718302869,0.014014954682905,85.96684832543976,89.99065921605134,13.841310145075091,1.999340266893299,-4.8387796170376e-6,4.460733705198924,-0.009463266177511,54.835974404756094,89.98436805489543
5.078270053049415,266.8210818912368,25.92838210852629,29.382101149235393,-12.094595281437108,12.26081921497743,86.10516006566978,0.014064183616766,86.1051612142726,89.99064146265154,13.821247019648897,2.012076738248068,-4.841610476431889e-6,5.319777785756383,-0.008198113510342,54.7871399878105,89.98428809339707
5.088270053049414,267.07976152949374,25.807597945559035,29.266060440780546,-12.06312516043753,12.23064849865234,86.24327180326634,0.014113481361424,86.24327295808312,89.990623698613,13.801093507537626,2.017368102554842,-4.825882793095476e-6,6.246805765242572,-0.006737318471021,54.729351357224495,89.98424276005967
5.098270053049414,267.33723481017415,25.68710166548042,29.150318812585425,-12.037023154632546,12.204524358073735,86.38118186777203,0.014162847238358,86.3811830288249,89.99060592425538,13.78092503798801,2.015065354189553,-4.798873983165938e-6,7.212308652674015,-0.006131680727146,54.66207763576631,89.98422033750789
