# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
27.29597749863958,210.8534947138792,-4.16971168788231,6.225163467137826,-0.023709393087423,0.260078706648163,38.904190577048205,0.034779329550777,38.9042061229509,89.94877908427995,4.622354879552749,0.258995749639269,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
27.509507040805957,209.9625975729069,-4.17477434373331,6.269707037705366,0.038882652517283,0.907203602381892,37.91127681820296,0.034748961158399,37.91129274341241,89.94748348179276,4.67765812320207,0.906369966132981,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
27.722759406022135,209.07320119472115,-4.16648252611812,6.121206916499558,-0.037710973638987,0.242161221330592,36.9343644593898,0.034719053693026,36.93438077769446,89.9461408179486,4.484372584225623,0.239206897023317,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
27.93641793383666,208.18213591968401,-4.174539797228278,6.089385201366468,0.025764636052808,0.740538681528427,35.98169990874703,0.034689515441852,35.981716630611274,89.9447618590166,4.433263990783566,0.740090347436667,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
28.14964584854949,207.29259321315675,-4.169046057609403,6.201522904297136,-0.001042041330042,0.714209315900386,35.019579746061275,0.034660627157855,35.019596898734,89.94329152384597,4.591071912097815,0.714208555723581,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
28.363136523104618,206.40251701084676,-4.169268523715868,6.089657297753012,0.070005219454828,1.380776420857112,34.05570490155858,0.03463185142978,34.05572251042656,89.94173492384324,4.438595045870779,1.379000650342145,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
28.576597579823,205.5141354617413,-4.154325135595238,6.297563702644846,-0.071791044905179,0.663271462693284,33.076820201470916,0.034603187185384,33.07683830146101,89.94006026431573,4.732957981709902,0.659374763768459,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
28.790808217211396,204.622587717506,-4.169703541083155,6.414380966970268,-0.00693170575454,0.531124048903696,32.047842155674324,0.034574221510183,32.04786080554846,89.93818753242941,4.874203070134545,0.531078814093717,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
29.00421057127532,203.7326053291929,-4.171182783408852,6.501867927218589,-0.011852300689652,0.183872234565628,30.995582932189244,0.034544514836653,30.99560218207942,89.93614399541005,4.987536539253355,0.183489840624814,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
29.21751904118514,202.84258706912624,-4.173710979533873,6.473522400931521,0.001146224976529,0.198692430829025,29.935873584841882,0.034514008569052,29.935893480977338,89.93394192612148,4.948396602403711,0.198689124606884,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
29.430680110649288,201.95294041397435,-4.17346664899203,6.505797670617823,0.039167777057401,0.893812939886906,28.876554090784232,0.034482999179302,28.876574679750714,89.9315801541768,4.990749388695802,0.892954341917691,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
29.643835479397993,201.06423338955997,-4.165117827030293,6.647696831716711,-0.024064137464985,0.550188860673236,27.792463280390102,0.034451759884472,27.79248463372052,89.9289757296,5.18108740066898,0.549662350627165,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
29.85739991672506,200.17416356455513,-4.170257071007764,6.559885083775007,-0.014167039453519,0.090370821062217,26.698502251753432,0.034419970378726,26.69852443902554,89.92613376126958,5.063699070249296,0.089253460955761,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
30.070682971554753,199.28439617011102,-4.173278660460303,6.547127441850472,8.76436700770408e-4,0.092738099331786,25.620531100652766,0.03438782555266,25.62055417827768,89.92309776561962,5.04466281945366,0.092733957784523,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
30.283793430756173,198.39504674055917,-4.173091882632541,6.562248124699198,0.081497314683045,1.276482344084132,24.54335488530494,0.034355730140216,24.543378930828073,89.91979755568666,5.064425395760563,1.273878079903243,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
30.496895268073466,197.50760368712048,-4.155724655137158,6.343698407608216,-0.052312009602105,0.740309010616511,23.493041455030845,0.034323719469089,23.493066528776442,89.91628998453643,4.79295963652691,0.738458451675778,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
30.710869488075033,196.61718819368411,-4.166918076588483,6.232652281354548,0.014749383541668,0.907944956621346,22.484376803659636,0.034292012124854,22.484402953848765,89.9126154992194,4.634948565332111,0.90782514832939,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
30.9242507166377,195.7283818763192,-4.16377083500782,6.08782081585051,-0.031478894461476,0.429727952594126,21.51603312742963,0.034261248377393,21.51606040551545,89.90876462858667,4.441235719869082,0.428573438799259,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
31.13777505398196,194.83859786492786,-4.170492345088037,6.159447860849066,0.018666696469781,0.731988644690307,20.557951316033147,0.034231452539997,20.557979815748723,89.90459574914198,4.532746579071041,0.731750593029113,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
31.350937092761665,193.9500313031221,-4.166513314011256,6.272479869185083,-0.025393776167265,0.139299035347928,19.57511715264491,0.034202357417363,19.575147032424198,89.89989082977274,4.688728027247801,0.136964876449512,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
31.564284548099515,193.06053836395597,-4.171931011537962,6.297940330482712,0.046413780868653,0.960801199570745,18.571671835184837,0.034173168248872,18.571703275661765,89.8945718984903,4.717949135089158,0.959679480890396,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
31.777336803753272,192.17275244159788,-4.162042450830476,6.44614051543931,0.029577534783743,1.222188173429986,17.544721598160162,0.034143709861004,17.544754821594708,89.88849706213144,4.922411013139111,1.221830225812179,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
31.990877098783294,191.28466302849174,-4.155726455326494,6.643559208784816,-0.063342219077908,0.466366231346089,16.465731100786442,0.034113706456711,16.465766439141973,89.88129475727565,5.18332100000849,0.462044613670845,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
32.20472375903157,190.39452647279396,-4.16927197732902,6.729316594817857,0.057363755756157,1.160074735416472,15.34673047524076,0.034082623386968,15.346768321210183,89.87275548576966,5.282127697467183,1.158655596489805,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
32.41785749568768,189.50721685981935,-4.157045825716081,6.529476133322841,-0.053144843986113,0.513169023045758,14.247247400622827,0.03405056913104,14.247288090574012,89.86306476389606,5.035179100938625,0.510409709715077,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
32.63159992276537,188.61746581253308,-4.168405133656338,6.62111545238088,-0.010378666833185,0.201571215097087,13.15935675493838,0.034018127355262,13.15940072483284,89.85188555801204,5.144275311009739,0.201303845046442,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
32.84474173424416,187.72876864289955,-4.170617261505899,6.655892205918608,0.020845844700391,0.659304574739185,12.058324037229134,0.033985794734036,12.058371930781602,89.83851508388814,5.187181577199425,0.658974941125036,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
33.057752381795765,186.84085568417845,-4.166176874627508,6.763122169669702,0.086412056680631,1.472305107662113,10.938449119380504,0.033953284707126,10.938501815277014,89.82215269777168,5.327550256093018,1.469767085802431,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
33.27097194861037,185.95450951337597,-4.147752133334506,7.001712426391373,-0.100228788286295,0.365997729119794,9.76910145750413,0.033920438316888,9.769160346884728,89.8010574306302,5.640933357371139,0.352006431361001,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
33.48512050276709,185.06397616478952,-4.169215983430896,6.953972068233688,0.064616875778221,1.182420553001953,8.5691751729934,0.033886512249137,8.569242174262488,89.77342696646444,5.565551689570286,1.180653642490509,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
33.698148438932094,184.17728287445334,-4.155450783742431,6.745871835507302,-0.059829683933547,0.427687073635927,7.410346746824296,0.033851900074342,7.410424067440951,89.7382635958503,5.314039480939625,0.423481572061495,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
33.911863922195,183.28783236233122,-4.168237313557756,6.682777811675037,0.023341424892794,0.790482523789657,6.284325345441094,0.033817285336258,6.284416333768861,89.691682254554,5.22353491211469,0.790137835001489,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
34.12490569102261,182.40035340839404,-4.163264615111639,6.548881208146944,0.02641542325921,1.065360714300339,5.189425140830192,0.033783341683912,5.189535105041278,89.62700771280848,5.055202550143714,1.065033181167875,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
34.33818382567142,181.51302088384475,-4.157630782912956,6.371499169269864,-0.056262562401411,0.076310502414473,4.135483852998585,0.033750111215888,4.135621569778732,89.53241360143366,4.828054259945839,0.05155401876456,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
34.55173285076365,180.62388000740793,-4.169645598262968,6.371017694968289,0.024744382387986,0.687133485607539,3.105633086858654,0.033717796806604,3.105816118190628,89.37796529841374,4.817044950432298,0.686687805762854,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
34.764648440603345,179.73665832457343,-4.164377133491611,6.4788812504491,-0.018005966295405,0.31699303693098,2.064444294680091,0.033686416723369,2.064719114191767,89.06516332910368,4.963251489444505,0.31648123268291,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
34.97781532097354,178.84854194571747,-4.168215409154853,6.429833709087991,0.077287613538592,1.279568840867486,1.013633931058126,0.033655222504203,1.014192496616967,88.09833311127556,4.895788172440497,1.277232572131039,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
35.190767835482056,177.96266244256267,-4.151756817511448,6.214225233223307,-0.080591997144549,0.084476380616648,2.399497321279101e-5,0.033624090708582,0.033624099270281,0.040887662157459,4.62379828468722,0.025321707650586,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
35.40454645187294,177.073264035132,-4.168985663153187,6.229770524118734,0.006204933746295,0.321220517223664,-0.989023821606462,0.033593368718896,0.989594176481923,271.9453713025529,4.629211522883978,0.321160582081055,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
35.617423514258114,176.1859232074199,-4.167664775084981,6.17824617996315,-0.001606756776977,0.235418784241426,-1.967199811465971,0.033563403961071,1.967486111848622,270.97745781511117,4.56084380161666,0.23541330103962,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
35.83034999762271,175.29848057970037,-4.168006896155125,6.141568125581602,0.065169248517454,1.157869690212252,-2.93298769555185,0.033533877224781,2.933179391578407,270.65505420448704,4.510718075291696,1.15603425059982,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
36.04324095892791,174.41262640348504,-4.154132952190707,6.315396006423129,0.146150909271723,2.092565712686939,-3.919476018984065,0.033504811136219,3.919619220761176,270.4897689142787,4.756827318020753,2.087455669860332,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
36.2568248634044,173.528704030088,-4.122917470345664,6.63824282637346,-0.093134327247875,1.527871353286193,-4.983070634384719,0.033475700244133,4.983183076084417,270.38490072254376,5.202674250288713,1.525030120778166,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
36.4720076950179,172.63936674461675,-4.14295837860328,6.910443903688175,-0.115556005298312,0.189995562366843,-6.137904042377443,0.033445240005834,6.137995162714972,270.31219975397966,5.530834549973624,0.150814864514708,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
36.68613143267315,171.7496119494395,-4.167701662366264,6.899543164243798,0.0524577084689,1.021100554701525,-7.318729654836889,0.033412951069063,7.318805926234691,270.26157651219376,5.498541509234316,1.019752191286665,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
36.898965858576844,170.8637696863579,-4.156536856100063,7.067153034776833,-0.044226036470574,0.379754422269658,-8.512105198463264,0.033379450633717,8.512170645459943,270.2246790654183,5.715579881415114,0.377170357970327,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
37.112353932845565,169.975807386437,-4.165974164855057,7.137905384310874,0.0176399371853,0.68908466236743,-9.740328908414588,0.033344900274887,9.740385984470597,270.1961447717582,5.79606353770681,0.688858842235572,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
37.32524057141308,169.08932687745664,-4.162218857923136,7.017118512055202,0.002563816518587,0.713019548177294,-10.95862360172989,0.033309455053592,10.958674224749423,270.17415374269194,5.649414694548173,0.71301493878306,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
37.5383012606012,168.20257985107824,-4.161672609408734,6.895071921709464,0.033311306477786,1.075257942383855,-12.146108183834327,0.033273628558405,12.146153759432023,270.15695840080184,5.497499240349502,1.074741829241006,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
37.75137188794367,167.3166058089352,-4.154574948439915,7.074831430727551,-0.046103442537043,0.47331965601387,-13.34185994695961,0.033238121465147,13.341901349395581,270.14273872958097,5.726495155940143,0.47106896454269,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
37.96478848555683,166.42890063036492,-4.164414188284425,6.999556070600215,0.084144119104353,1.380022530376383,-14.553261253637116,0.03320256648531,14.553299128618107,270.1307173419651,5.62596122043973,1.377454881862411,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
38.17768281728475,165.54422732859098,-4.14650038227887,6.75509063311311,0.089489498175019,1.931944485847015,-15.719780627346923,0.033166940339153,15.719815616534536,270.1208873664341,5.332708883985105,1.929870753732247,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
38.391478860118504,164.6597671817084,-4.127367881693872,6.42204403252507,-0.007379552571587,1.875219443939328,-16.81578669586221,0.033131854227177,16.81581933539074,270.1128887391693,4.92011015373159,1.875204923503553,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
38.60624784366196,163.77316638347295,-4.128952780698677,6.120042615631274,-0.116659173880529,1.065399423169873,-17.82922616679583,0.033098083720957,17.829256888325524,270.1063634681061,4.517374298406492,1.058993186021615,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
38.82091623968374,162.88412273841934,-4.153995818436836,5.971611258176692,0.011864945962414,1.161132728836324,-18.77456312365843,0.033066223377297,18.77459224215971,270.1009106349142,4.290041929770838,1.161072106732479,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
39.03427238752692,161.9981122436289,-4.151464359271928,6.150281021436452,-0.008249386713988,1.078829435219935,-19.716296435530154,0.033036449456774,19.716324113299915,270.09600420437505,4.537763801294238,1.078797894842128,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
39.24774060417551,161.11171859354522,-4.153225341142207,6.323259353169749,-0.030297611927944,0.739068690598043,-20.709544479102266,0.033007609273811,20.709570783436945,270.0913199758549,4.768052863920754,0.738447414602942,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
39.46110028274543,160.22489816044654,-4.159689629884589,6.447063648723159,-0.024984210137186,0.198897983489641,-21.743662636874497,0.032978465202531,21.74368764596703,270.0869000523793,4.925607766937819,0.197322571136873,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
39.67411038994809,159.33827541835203,-4.165011519164285,6.482650912044134,0.217220222059401,2.137281547563816,-22.79734346359105,0.032948568638741,22.797367273549657,270.08280844707053,4.967639468868033,2.126214426788899,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
39.88683034821107,158.45720892553035,-4.118804442593935,6.111705712914078,-0.208062087205635,0.451064120592227,-23.80595415543357,0.032918168927463,23.805976914557625,270.07922685788765,4.515351224980737,0.400211205182056,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
40.10191866231222,157.5664894354731,-4.163556166159362,6.205511759569356,-0.003816283079938,0.224393454599401,-24.786410919553113,0.032887746857717,24.786432738028985,270.07602262356414,4.601431978133538,0.224361000288613,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
40.31467705834219,156.68057152958764,-4.164368112426246,6.241531258517711,0.115243852544164,1.539930534447253,-25.770482183883015,0.032858221075313,25.770503131536334,270.0730539830913,4.649166664603578,1.535612224936289,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
40.52737602171196,155.7974216138511,-4.139855864455364,6.472780750254999,-0.115726269628858,0.122281498530469,-26.794091313950904,0.032828936661119,26.794111425449838,270.0702004988085,4.975789792827485,0.03949930886289,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
40.741316387658465,154.9090909117785,-4.164614384929386,6.482165739922852,0.274720493606386,2.412393166908963,-27.857709651735306,0.032798957729438,27.85772896005729,270.0674585601428,4.967339298323481,2.396699697947517,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
40.95396689340876,154.02969501956497,-4.106194933024017,6.060672147561879,-0.229053201074335,0.927567408910874,-28.859827200425986,0.03276852326865,28.859845803721214,270.06505573523697,4.457679895667724,0.898841437157429,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
41.16962475069181,153.1388353799202,-4.155592055571531,5.953927869119687,-0.03648616388232,0.254189939933982,-29.80025909595657,0.032738146753862,29.800277078785612,270.0629443145922,4.263837677298572,0.251557717847801,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
41.382701030469235,152.25254902114332,-4.163366391634925,5.997824296280108,0.015689842007496,0.596018587745488,-30.714492314287465,0.03270926430057,30.714509731076532,270.0610168668179,4.317438659442974,0.595812038982015,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
41.595361485500966,151.36752041222223,-4.160029782694235,6.087385852532029,0.041591342409272,1.080721398331667,-31.646113425323957,0.032681302494839,31.646130300496488,270.05916998435504,4.444144318617933,1.079920784617348,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
41.80817457939006,150.48315342723663,-4.151178600437118,6.251258930820383,-0.038376243990208,0.619320791706629,-32.616340016225465,0.03265351554458,32.61635636158809,270.0573610650668,4.673965601866851,0.618130655231829,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
42.021423485939145,149.5970465481109,-4.15936229250549,6.355771272656055,-0.013556735979886,0.316630057706888,-33.62711284516273,0.032625185261849,33.627128671714175,270.05558862110536,4.805781288198979,0.316339704041461,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
42.23423487212494,148.71157990961382,-4.162247320281524,6.408699216986881,0.035299089172164,0.884971948779379,-34.657001127172066,0.032596060591478,34.65701645600746,270.05388856765455,4.873101979090684,0.884267676911232,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
42.4468808333542,147.82729290980578,-4.154741111533991,6.548052446520945,-0.013842059435449,0.698430386827002,-35.71323912394317,0.032566255019199,35.71325397222873,270.0522469676717,5.061137929212977,0.698293206779144,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
42.6598930525477,146.94196824923858,-4.157689639332545,6.665527970335111,0.018111540662815,0.91296613615794,-36.807165595201894,0.032535649426657,36.80717997512303,270.050646521681,5.20988291483662,0.912786468932344,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
42.87273628311957,146.05744240137602,-4.153834720507238,6.512342993521354,-0.034096340779196,0.377337323179256,-37.89537826905976,0.032504157789391,37.8953922090193,270.04914453124127,5.015602494214949,0.375793686761174,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
43.08575911793633,145.1718071295637,-4.1610980196769,6.578786965666276,-0.005113319397394,0.15857341280777,-38.972342649989756,0.032472242502218,38.972356178126354,270.04773954783417,5.095655130624664,0.158490949944291,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
43.29839220623873,144.28690441308984,-4.162185280571845,6.553409173947415,0.081604174187082,1.282986582618902,-40.05226462466549,0.03244034347432,40.05227776219619,270.04640672326536,5.061954710521342,1.280388741724704,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
43.51095186307952,143.40403524203677,-4.144839525309862,6.755180506537321,-0.054829719447567,0.718535724225804,-41.15715699132864,0.032408439600208,41.15716975103887,270.0451164891274,5.334113701950018,0.716440708540491,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
43.72438314512952,142.51814800156157,-4.156541902625999,6.642416991682575,0.001497641566915,0.726981153110783,-42.27930573656351,0.032376007859474,42.279318132766726,270.0438750876563,5.181202843269855,0.726979610476127,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
43.9371956067826,141.63361800075174,-4.15622318583747,6.522255610814939,0.219492379426955,2.269029416074853,-43.36546812540365,0.032343229565619,43.36548018666343,270.0427328537297,5.026492522854677,2.258388271840448,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
44.1500064941756,140.754098693807,-4.109512817795618,6.87140957314528,-0.229207320824446,0.570822488171381,-44.4862999381953,0.032310926614779,44.486311672098125,270.04161459604916,5.507102134724408,0.52278324101165,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
44.36521828456392,139.86437508638224,-4.158840935680358,6.811577773019441,0.011062979693074,0.673820975711342,-45.659386603769136,0.032277868185573,45.65939801282127,270.04050394558925,5.394593017976594,0.673730152055625,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
44.57785946256611,138.9802843640371,-4.156488490646209,6.924178170460022,-7.092363767550965e-4,0.651343143687973,-46.82173099989191,0.032244250704155,46.82174210255256,270.0394573021416,5.537855791134389,0.651342757550196,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
44.79060311652645,138.09600176492253,-4.156639376184521,6.813952476032996,-0.001154164266757,0.621036747928623,-47.98513483376401,0.032210198958427,47.98514564437029,270.0384599978056,5.399286753080313,0.621035675450779,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
45.00332117597632,137.21178339061387,-4.156884887767632,6.709909856628939,-0.017792191468858,0.142299144692651,-49.119610020581256,0.032175929239852,49.1196205590435,270.0375317451197,5.267181249390919,0.141182451115553,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
45.21600880612307,136.32726297100584,-4.160669066806261,6.688717645803149,0.010476705796333,0.458254811688532,-50.236681050896934,0.032141965516424,50.23669133328243,270.0366584471651,5.237153488470616,0.458135035847891,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
45.42848514228422,135.44345574340502,-4.158443014743617,6.61137668465245,0.023842967511103,0.815247687809066,-51.33911070905958,0.032108443171912,51.33912074967002,270.03583385094163,5.139810634595018,0.814898954090808,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
45.64105737549838,134.56002492060918,-4.153374661893329,6.743802159862685,-0.007261074705638,0.709521379883046,-52.45010313435479,0.032075342937825,52.450112942033584,270.03503866413695,5.313035524943446,0.709484224845952,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
45.85387115618249,133.67596513024745,-4.154919918653266,6.626469193515915,-0.024524116849272,0.07613858050705,-53.564724145138705,0.032042303185915,53.5647337289564,270.0342742084225,5.16204750483699,0.072080865244473,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
46.066587933011355,132.7915891183122,-4.160136609744018,6.617809967728853,0.013218799080307,0.499198027950723,-54.661147478819956,0.032009258337344,54.66115685103934,270.0335520800976,5.14671469553529,0.499022979892475,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
46.279020132613276,131.9081404129372,-4.157328511179292,6.533919099825903,-0.010899000437549,0.136635752478154,-55.74321558717375,0.031976513850318,55.74322475866972,270.0328671223378,5.040706146286005,0.136200369473557,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
46.49157799496597,131.02422133847915,-4.159645179414079,6.513090133262235,0.019243523980384,0.617109139574406,-56.81158048600547,0.031944076228063,56.81158946677943,270.0322163287796,5.011755686920013,0.616809027926051,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
46.70399965355688,130.14105677270976,-4.155557438133031,6.611870868440912,0.051383731418814,1.179964808120037,-57.89010206585285,0.031912040762885,57.89011086164204,270.03158441600385,5.142779283550366,1.178845477807518,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
46.91661244659435,129.25869347939047,-4.144632599479389,6.801979519435426,0.042934248134559,1.497684226977981,-59.01016711607285,0.031880060409068,59.01017572762427,270.03095386479356,5.393416913066495,1.497068700519703,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
47.129767818094805,128.37621814125717,-4.135480933868175,6.546053094598313,0.0485460108763,1.795683789519325,-60.125793084195145,0.031847484195587,60.1258015186966,270.03034847722193,5.074308678323872,1.795027452929476,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
47.34337700877293,127.49394895611508,-4.125111059774237,6.246666560097297,-0.125172814828738,0.818064396204324,-61.16875950190418,0.031814730900168,61.1687677755478,270.0298003369268,4.690874316965449,0.808431272752975,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
47.55750525623906,126.60777651077652,-4.151914095243916,6.395053897692955,0.034606508115307,1.153651460055552,-62.19174185123635,0.031782865033158,62.191749972495,270.0292807986157,4.863982288219473,1.153132291146324,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
47.77023329838838,125.72533098208426,-4.144552320526922,6.578914497431652,-0.044547517441265,0.651171842030286,-63.252538754575255,0.031751970893634,63.25254672411776,270.02876175101323,5.109285862714208,0.649646278018228,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
47.98332136454863,124.84116496904464,-4.154044864870722,6.692879061498688,-0.014675401439429,0.343976460848344,-64.35601568771736,0.03172076855384,64.3560235052235,270.02824081003837,5.247717731784813,0.343663262817462,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
48.19590467105734,123.95775277339258,-4.157164610233058,6.752233861233128,-0.003589524308635,0.17826128212795,-65.47935823135238,0.031688863816043,65.47936589929583,270.02772840268324,5.320774804500662,0.178225138577974,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
48.4083106515066,123.07466517543834,-4.15792704666318,6.782571955978141,0.013639280532304,0.533593593107239,-66.61354304943616,0.031656274808161,66.6135505713276,270.02722825903027,5.358630889756072,0.533419246589074,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
48.6206599038379,122.19203998844802,-4.155030755639809,6.691642480383865,6.93601024001814e-5,0.519278103360387,-67.73941778692165,0.031623180890183,67.7394251683367,270.02674771539756,5.24535971168472,0.519278098728164,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
49.1206599038379,120.11453328064091,-4.154996075588609,6.490100377622627,0.020848450502751,0.803670556596227,-70.2971878792524,0.03154517857535,70.2971949570479,270.0257109214403,4.985720662397827,0.803400090646823,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
49.333099337186425,119.23231871940908,-4.15056704257761,6.619336163329524,0.018037643404675,0.993461356248016,-71.37448048014217,0.031512619811335,71.37448743672631,270.02529671651723,5.156394522166683,0.993297593764605,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
49.54574768551609,118.35011531815842,-4.146731367499846,6.782823887806551,-0.040938132653207,0.401110649197157,-72.4934373790422,0.031480386936729,72.49344421424516,270.024880779016,5.367617614807527,0.399016067589055,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
49.75857494115571,117.46665070595785,-4.155444117923438,6.855501335198678,0.007239154069896,0.534003404247195,-73.64484950918094,0.031447666769552,73.64485622353847,270.0244663202372,5.452539109417406,0.53395433362409,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
49.970938186143634,116.58435034492982,-4.153906787674187,6.94510862235578,-0.013592809414599,0.050233492232598,-74.81480858313861,0.031414304065089,74.81481517848033,270.0240581639862,5.565931384380777,0.048359479671527,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
50.183362271563944,115.70165381372483,-4.156794227782376,6.955069405934421,0.003735513435686,0.243421067626636,-75.99823755283082,0.031380271681876,75.99824403141137,270.0236578779069,5.57620410218637,0.243392403545927,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
50.39562105493224,114.81942187774442,-4.156001332245261,6.996086471211143,0.01449781600602,0.573929806159346,-77.18731872612705,0.031345736036453,77.18732509087157,270.0232677894702,5.627866277643704,0.57374666511376,NaN,NaN,NaN,-41.72805167241208,89.97383272306041
